subjectid,trial,turn,explore0_exploit1,switch_exploit?,switch_PE?,timeofclick,timesincelastclick,numberofcards,cardvalue,exploitCards,maxvalueontable,totalpoint
Enter Subject ID Here.,4,26,91,0,1417588196.296,0.19700002670288086
Enter Subject ID Here.,4,27,74,0,1417588196.428,0.13199996948242188
Enter Subject ID Here.,4,28,58,0,1417588196.594,0.1660001277923584
Enter Subject ID Here.,4,29,77,0,1417588196.725,0.13099980354309082
Enter Subject ID Here.,4,30,57,0,1417588196.89,0.16500020027160645
Enter Subject ID Here.,4,31,55,0,1417588197.088,0.1979999542236328
Enter Subject ID Here.,4,32,120,0,1417588197.221,0.13299989700317383
Enter Subject ID Here.,4,33,109,0,1417588197.385,0.1640000343322754
Enter Subject ID Here.,4,34,71,0,1417588197.551,0.1660001277923584
Enter Subject ID Here.,4,35,110,0,1417588197.683,0.13199996948242188
Enter Subject ID Here.,4,36,79,0,1417588197.88,0.19700002670288086
Enter Subject ID Here.,4,37,121,0,1417588198.012,0.13199996948242188
Enter Subject ID Here.,4,38,117,0,1417588198.177,0.16499996185302734
Enter Subject ID Here.,4,39,139,0,1417588198.343,0.1659998893737793
Enter Subject ID Here.,4,40,51,0,1417588198.508,0.16499996185302734
Enter Subject ID Here.,4,41,137,0,1417588198.673,0.16500020027160645
Enter Subject ID Here.,4,42,147,0,1417588198.838,0.16499996185302734
Enter Subject ID Here.,4,43,103,0,1417588199.068,0.23000001907348633
Enter Subject ID Here.,4,44,54,0,1417588199.234,0.1659998893737793
Enter Subject ID Here.,4,45,64,0,1417588199.399,0.16499996185302734
Enter Subject ID Here.,4,46,58,0,1417588199.563,0.1640000343322754
